,IM,Y_star,P_star,RR_star
1996-01-01,-0.011767750954298606,-0.007304438487871837,-0.012842673190477117,-0.00038780010284332565
1996-04-01,-0.012434710549143801,-0.00874789631884539,-0.012912621842263916,-0.0026208795273467375
1996-07-01,-0.023487745583027575,-0.007023933921551791,-0.013985198348327234,-0.007133318171887718
1996-10-01,-0.022180411019743218,-0.00848236618124078,-0.0127721360445698,-0.009732223429162603
1997-01-01,-0.007753932419920062,-0.0048648531742290484,-0.01234895735292037,-0.006577468283279569
1997-04-01,0.01055492280318937,0.0014926878379970382,-0.013712494095018301,-0.006119587288121452
1997-07-01,0.028038453420318632,0.0015276821692342482,-0.010310356332726563,-0.0003483246281328838
1997-10-01,0.022001872372088727,0.006143333281123292,-0.008874899957729651,0.004379753151108398
1998-01-01,0.04128015298871546,0.005480375224187162,-0.011166018387496073,0.002580370163765445
1998-04-01,0.01018131252130594,0.005459661207054359,-0.01125325091848567,0.0020899180399582573
1998-07-01,0.03435670193841389,0.0031243021508403452,-0.014253388459053582,0.0029824286969398284
1998-10-01,0.00712837425886903,0.0021980400167803432,-0.015432309964048917,-0.001409542983550156
1999-01-01,-0.0033818343867757505,0.004684203191934699,-0.016558180995024235,-0.009204564088619784
1999-04-01,-0.043309893538044264,0.0031998831012212746,-0.014577481087274217,-0.012341319642424364
1999-07-01,-0.018887696475179183,0.008673247050892941,-0.013296117971052868,-0.014242005712235797
1999-10-01,-0.009174960645445651,0.015376363487664784,-0.010474725719188739,-0.00937575872832407
2000-01-01,0.024257124241279016,0.019675863373615706,-0.006639168253386188,-0.007917013805762011
2000-04-01,0.04102355855324191,0.022992716021789542,-0.006542824653772784,-0.008384745147585512
2000-07-01,0.0501235233983337,0.022189311629114437,-0.0039809163624318095,-0.00011576273083805681
2000-10-01,0.05056810415196544,0.01850539212526101,-0.0033792810729918127,0.00671147122714375
2001-01-01,0.024770732511520066,0.019467828457115893,-0.002564413705922708,0.003935409418055501
2001-04-01,0.01721062121096395,0.014730672988397713,0.004772290509235829,0.006644892508857955
2001-07-01,-0.01928669518445325,0.010303611682924131,0.0019523072462855318,0.0035499750836938456
2001-10-01,-0.030534149971389368,0.008033332643681206,-0.001337193369700603,-0.007184779940251627
