,E,Y_star,P_star,RR_star
1991-01-01,0.1807805912553615,-0.012264592705593769,0.01662654071409485,0.015446760570265814
1991-04-01,0.17301889141890303,-0.01596591498226271,0.014000691881880219,0.011560884232022483
1991-07-01,0.14226655885004114,-0.02089806614392816,0.011931213546304451,0.014241196001948791
1991-10-01,0.09508117025009444,-0.02332225878509819,0.008716278110987805,0.021551810384122544
1992-01-01,0.04296614205171512,-0.02180069723009255,0.0016815277731320986,0.013480594466573988
1992-04-01,0.044401269900745,-0.024913186458082343,-0.002630573246018529,0.014424908568012986
1992-07-01,0.027645821763395695,-0.026479697821652593,-0.007861339455277335,0.02421240429877207
1992-10-01,-0.06385985480377876,-0.028742156593991847,-0.012151861147247816,0.021150955135644335
1993-01-01,-0.14704637176814206,-0.03397938389429416,-0.004884391075279054,0.017205862861580986
1993-04-01,-0.13279426807429218,-0.033959304617495994,-0.004963909359829804,0.005009506514601378
1993-07-01,-0.16594679605003826,-0.033554444335913564,-0.003287827403359684,-0.0012181856523299376
1993-10-01,-0.1672939729747105,-0.028695070437377252,-0.004731391012816268,-0.005306652933450775
1994-01-01,-0.13883471091673893,-0.027130778570484404,-0.012154404898319484,-0.010305823101572464
1994-04-01,-0.1331688543779821,-0.021899486354232976,-0.005149977262448596,-0.011435216612105873
1994-07-01,-0.10071549338397201,-0.0223330677958466,-0.003602702740413179,-0.006403514321044337
1994-10-01,-0.04223007062052986,-0.016174023499078344,-0.0030645765516122206,-0.0011648493293018281
1995-01-01,-0.03308822640822395,-0.02012181445580571,0.00015110326467958988,0.004636056543777639
1995-04-01,-0.012095013463688353,-0.02199821350088177,-0.00536575469839866,0.00823724074947684
1995-07-01,-0.012157598731278085,-0.019121330761732003,-0.006460943256293136,0.00830530159052091
1995-10-01,-0.022678892380392668,-0.020917039569377273,-0.007012486907727003,0.006573375400511649
1996-01-01,-0.062052021697101445,-0.019581239323080837,-0.009259377776663785,0.001264590869973763
1996-04-01,-0.08764098356206684,-0.0196721340650825,-0.009409202080937174,-0.0008788171684091177
1996-07-01,-0.05492501050185794,-0.015296060272532571,-0.010991981372328955,-0.0058363862465254214
1996-10-01,-0.05846139763669633,-0.014858185141729045,-0.010547305834227121,-0.008229472071051963
1997-01-01,-0.07955890734920956,-0.010460668723418146,-0.011369166761825958,-0.0045701207302692205
1997-04-01,-0.09268046343949177,-0.0024318653967692655,-0.0126189951175973,-0.004255358557531786
1997-07-01,-0.10515702896295132,-0.0004451776235355802,-0.007307918346103217,0.001225280725086852
1997-10-01,-0.09253828959156518,0.002628471767447007,-0.005135413736480027,0.006019921121577361
1998-01-01,-0.09818622920074649,0.0014984665356378955,-0.007891108407621247,0.0037203948405716606
1998-04-01,-0.09101350677256814,0.0025511707395815884,-0.008928376206110797,0.0030171444916825014
1998-07-01,-0.054207531713228896,0.002131668739835155,-0.013996862124158965,0.002240704859055724
1998-10-01,0.0005453614610715363,0.005900109123792098,-0.01693602023048669,-0.0028015442298369303
1999-01-01,-0.013021640996771389,0.008956184625274206,-0.017295840575851068,-0.01021343202123464
1999-04-01,-0.025561449983421802,0.008988240927544711,-0.015051411118464942,-0.01335314292873539
1999-07-01,-0.03435362112027818,0.01709057842355616,-0.012401984352902918,-0.014494141519752249
1999-10-01,-0.03770922833314572,0.026975525197638094,-0.009051544399750755,-0.009460335116292629
2000-01-01,-0.04470796701787094,0.029789359614370552,-0.0056478684782840195,-0.007760046852274179
2000-04-01,-0.05485939243143356,0.032143730835337565,-0.006709189643151712,-0.008112276452251183
2000-07-01,-0.060935709138848715,0.03152438431348815,-0.004978065491281105,-0.00059083533876902
2000-10-01,-0.0650381992279172,0.029631142929152345,-0.005151014169723795,0.0057859253448454195
2001-01-01,-0.0368040842691677,0.027846113235949176,-0.005396686475797809,0.002102994324146507
2001-04-01,-0.04444314616036671,0.02612192645844493,0.004113042379028229,0.004066131630904015
2001-07-01,-0.03404774216060957,0.02263489556404657,0.001980468782836957,0.0014254538591015502
2001-10-01,-0.030745757140294927,0.02024218423869537,-0.00043781466563713403,-0.009529474454523939
2002-01-01,-0.03933711776162774,0.019813438741430097,0.0011459377796236663,-0.012875062974973372
2002-04-01,-0.024536369294138716,0.021927102766370485,-0.006158970985448751,-0.004119184733463965
2002-07-01,-0.005921973520501389,0.01923873491365159,-0.006525957225196257,-0.0034864512234489007
2002-10-01,-0.0014443569654627453,0.01833022307043742,-0.0034754633485200213,-0.003352263076502665
2003-01-01,0.016424645800492854,0.015115644958930093,-3.792414982742674e-05,-0.0008835475268660593
2003-04-01,0.03267136384768943,0.012803436940199323,-0.005915554000375785,-0.009535199492193688
2003-07-01,0.02654699304074004,0.019037778111593292,-0.006675519043569099,-0.011957131368176766
2003-10-01,0.034083224603836726,0.02248130698493228,-0.008712848543840175,-0.012213508417424409
2004-01-01,0.03983498321744694,0.02657302597734325,-0.013913006471847424,-0.01080254923311754
2004-04-01,0.02204138816003187,0.02711605570564076,-0.007589402384192484,-0.010248805277613182
2004-07-01,0.028329076829232136,0.02497635715173129,-0.0066214456895577365,-0.012462538121148618
2004-10-01,0.037276788232260216,0.026473778395543334,-0.0044498207477682815,-0.010846843301656093
2005-01-01,0.02764574490131899,0.02891462028545143,-0.006138716789497362,-0.009711202694778572
2005-04-01,0.014340878813755786,0.0302346378115401,-0.006121075454537741,-0.011711315257321147
2005-07-01,0.004945735230029058,0.03312953181496819,-0.0022587653466245856,-0.009273247855282558
2005-10-01,-4.4922470809893866e-07,0.03497235876164461,-0.002134875458270083,-0.0034432995491731587
2006-01-01,-0.00632590878369399,0.038495239117300385,-0.0010220333183865713,-0.002175420524025556
2006-04-01,0.005658298959800412,0.03735387188408634,0.002658767278561804,0.0012576212131023647
2006-07-01,0.009005241433228228,0.03610461344602808,0.0015591772158516995,0.005760358891720347
2006-10-01,0.01192171998481939,0.03968608993830693,-0.0015725556789028562,-0.00023425959204153608
2007-01-01,0.013061543938666986,0.04033039433581991,-9.375043219595295e-05,-0.000697062452295468
2007-04-01,0.02172651258817382,0.0414045615394147,0.000208292335608528,-0.0015414943506215878
2007-07-01,0.021004841126357476,0.043421660140983705,-0.000397804710156387,-0.0031541027865384574
2007-10-01,0.02717875112445789,0.04414856549255513,0.010100199381135395,0.016218525901709923
2008-01-01,0.037764820767350216,0.03970027041923484,0.014154878159350518,0.025976092648834947
2008-04-01,0.04696133848364603,0.03510976358922802,0.01851022572449011,0.0375269394535591
2008-07-01,0.03883020867895315,0.025509930676638617,0.02491971590193249,0.046776705097965186
2008-10-01,0.03485393732412234,0.003114625341002489,0.007875045225673626,0.029168999308152532
2009-01-01,0.07242597405166062,-0.015186866663531801,-0.0045714858205694224,-0.0004755364805567213
2009-04-01,0.06575287583183176,-0.0217076167641459,-0.01371564844584489,-0.007905149474569611
2009-07-01,0.06591359467644686,-0.022857926681720805,-0.019880219637152263,-0.011563745560003402
2009-10-01,0.05897266327516082,-0.02102139153550195,-0.01041668868906316,-0.015489712652427453
2010-01-01,0.02977316429718968,-0.018082763210427726,-0.00011745114142063994,-0.019992670570826897
2010-04-01,-0.0011561910181727697,-0.016000898674425574,0.001289312014565121,-0.022905855122659035
2010-07-01,-0.00580555819601436,-0.017300816541966853,0.000774641388711473,-0.02223503442372791
2010-10-01,0.007601014108890247,-0.01442034712283763,0.00456790787356531,-0.017958022177921685
2011-01-01,-0.006197009516013097,-0.01579157852345265,0.00900534577340694,-0.011832610760635668
2011-04-01,0.0031974936303242885,-0.01788524872798137,0.013507256519195113,-0.004693235788482813
2011-07-01,0.004562454773453517,-0.018171567332412805,0.014976279157482616,-0.002675731430587624
2011-10-01,0.003879734766591092,-0.017860886432921587,0.01339542885839719,-0.0017030553690023556
2012-01-01,-0.015116863845233475,-0.01479979444804602,0.009695144693906681,-0.00034957123985871304
2012-04-01,-0.015021278097550272,-0.017594741085456084,0.005055650886400912,-0.0002515100998589502
2012-07-01,-0.03226780612016622,-0.019006520038199096,0.003938327448981173,-0.0035871978481760713
2012-10-01,-0.024272827506494288,-0.02265712735953439,0.0027972746051741276,-0.0010226013424878217
2013-01-01,-0.023587544587066134,-0.02205364981219966,0.00014602876377771081,0.0008478701562621581
2013-04-01,-0.01788924087721533,-0.02121049643155157,-0.0012364178175240206,8.188167381636831e-05
2013-07-01,-0.007660942847722119,-0.01914341401333362,0.0011960990083298235,0.002739607073189439
2013-10-01,0.003585866648716518,-0.017933259967338355,-0.0015044604354948283,0.005418618684633657
2014-01-01,0.01870285712769615,-0.01936303009336409,-0.002300011908604962,0.010677662767554967
2014-04-01,0.014057615663841894,-0.015774091125357874,0.00020347972971548696,0.008232478646823391
2014-07-01,0.006644962986150915,-0.012570763465446926,-0.0019040147724263114,0.007442864161266237
2014-10-01,0.03131111285659749,-0.011903277700907362,-0.004529356593005398,0.006939913907657054
2015-01-01,0.028363819988275196,-0.011276726707219676,-0.009219290502406616,0.00494692527653704
2015-04-01,-0.014774745720949944,-0.010723578240607236,-0.007504552176010188,0.005145892401167465
2015-07-01,0.01609047451961132,-0.0094308001279235,-0.007708051197322575,0.003118573951391405
2015-10-01,0.016971285479639775,-0.011292810405363627,-0.006702299220404991,7.15950910080919e-06
2016-01-01,0.0322822021016238,-0.010492405092266,-0.004675058009450221,-0.004975807521657588
2016-04-01,0.01683344529034514,-0.011995661849877248,-0.005080099400047745,-0.0032375956602581765
2016-07-01,0.01265978859358352,-0.012100884207515268,-0.002673785939616316,-0.003518894070415658
2016-10-01,0.006229211788331135,-0.009376564520769494,0.001321767079137563,-0.0022363149044945154
2017-01-01,-0.01766990640166277,-0.006923749556226647,0.006998172036074537,-0.00039242219202919454
2017-04-01,-0.016456912381737077,-0.004916263417864039,0.005768601649603703,-0.0023619540353920026
2017-07-01,-0.0071770780764284225,-0.001970609897941976,0.006015313795623077,-0.003698169179959686
2017-10-01,-0.005198041792802144,-0.0009021103283783403,0.005481980084321152,-0.0011574611973163937
2018-01-01,-0.00543660771725385,0.0007634046979484375,0.004603201366623063,0.004092201678983361
2018-04-01,-0.001964190439278646,0.003213105031718848,0.007616292955868777,0.004994811530872729
2018-07-01,-0.0012154709568346078,0.0042977776122935865,0.010882767893754947,0.009059356346509211
2018-10-01,-0.007449061874366336,0.0036657323433676495,0.00986876823870836,0.0105908191872002
